bairro,logradouro,endereco_mapa,latitude,longitude,status_geocodificacao
Recreio dos Bandeirantes,RUA ALMTE ARY RONGEL,"RUA ALMTE ARY RONGEL, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",,,não encontrado
Recreio dos Bandeirantes,RUA ALTAMIRO CARRILHO (FLAUTISTA),"RUA ALTAMIRO CARRILHO (FLAUTISTA), Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",,,não encontrado
Recreio dos Bandeirantes,RUA AMAURY MONTEIRO,"RUA AMAURY MONTEIRO, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0189862,-43.4510745,ok
Recreio dos Bandeirantes,RUA ANDRE URANI,"RUA ANDRE URANI, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0140295,-43.4916183,ok
Recreio dos Bandeirantes,RUA ANNA KHOURY,"RUA ANNA KHOURY, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",,,não encontrado
Recreio dos Bandeirantes,RUA ANNA MARIA NIEMEYER (MARCHAND),"RUA ANNA MARIA NIEMEYER (MARCHAND), Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",,,não encontrado
Recreio dos Bandeirantes,RUA ANTERO MANOEL DE SA FILHO,"RUA ANTERO MANOEL DE SA FILHO, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",,,não encontrado
Recreio dos Bandeirantes,RUA ANTONIO BATISTA BITTENCOURT,"RUA ANTONIO BATISTA BITTENCOURT, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.011605,-43.4452808,ok
Recreio dos Bandeirantes,RUA ANTONIO DE MAGALHAES,"RUA ANTONIO DE MAGALHAES, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0203172,-43.4563388,ok
Recreio dos Bandeirantes,RUA ANTONIO MAROUN,"RUA ANTONIO MAROUN, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0099483,-43.4435214,ok
Recreio dos Bandeirantes,RUA ANTONIO VIRZI(ARQUITETO),"RUA ANTONIO VIRZI(ARQUITETO), Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",,,não encontrado
Recreio dos Bandeirantes,RUA ARMANDO SANTOS,"RUA ARMANDO SANTOS, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0101603,-43.4563089,ok
Recreio dos Bandeirantes,RUA ARNALDO SUSSEKIND (JURISTA),"RUA ARNALDO SUSSEKIND (JURISTA), Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",,,não encontrado
Recreio dos Bandeirantes,RUA ARTHUR POSSOLO,"RUA ARTHUR POSSOLO, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0112929,-43.4442418,ok
Recreio dos Bandeirantes,RUA ATILA NUNES (DEPUTADO),"RUA ATILA NUNES (DEPUTADO), Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",,,não encontrado
Recreio dos Bandeirantes,RUA AZIZ AB'SABER,"RUA AZIZ AB'SABER, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",,,não encontrado
Recreio dos Bandeirantes,RUA BENTO FERNANDES RIBEIRO,"RUA BENTO FERNANDES RIBEIRO, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0101542,-43.4540464,ok
Recreio dos Bandeirantes,RUA BETH LAGO (ATRIZ),"RUA BETH LAGO (ATRIZ), Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",,,não encontrado
Recreio dos Bandeirantes,RUA CARLOS ALFREDO MIRANDA,"RUA CARLOS ALFREDO MIRANDA, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0155913,-43.4921694,ok
Recreio dos Bandeirantes,RUA CARLOS GALHARDO,"RUA CARLOS GALHARDO, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0184675,-43.4609502,ok
Recreio dos Bandeirantes,RUA CECILIA MEIRELES,"RUA CECILIA MEIRELES, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",,,não encontrado
Recreio dos Bandeirantes,RUA CEL JOAO OLINTHO,"RUA CEL JOAO OLINTHO, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0124457,-43.4547296,ok
Recreio dos Bandeirantes,RUA CIRO FLAMARION ( HISTORIADOR),"RUA CIRO FLAMARION ( HISTORIADOR), Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",,,não encontrado
Recreio dos Bandeirantes,RUA CLAUDIO ABRAMO,"RUA CLAUDIO ABRAMO, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0232529,-43.4871586,ok
Recreio dos Bandeirantes,RUA CLEMENTINA DE JESUS,"RUA CLEMENTINA DE JESUS, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0243523,-43.4846008,ok
Recreio dos Bandeirantes,RUA CLOVIS SALGADO,"RUA CLOVIS SALGADO, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0224457,-43.4616046,ok
Recreio dos Bandeirantes,RUA CONDSA PEREIRA CARNEIRO,"RUA CONDSA PEREIRA CARNEIRO, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",,,não encontrado
Recreio dos Bandeirantes,RUA CRISPIM LARANJEIRA,"RUA CRISPIM LARANJEIRA, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0133674,-43.4584192,ok
Recreio dos Bandeirantes,RUA DAS ACONTECENCIAS,"RUA DAS ACONTECENCIAS, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.021686,-43.4497982,ok
Recreio dos Bandeirantes,RUA DEMOSTHENES MADUREIRA PINHO,"RUA DEMOSTHENES MADUREIRA PINHO, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0237576,-43.4612134,ok
Recreio dos Bandeirantes,RUA DES OSCAR TENORIO,"RUA DES OSCAR TENORIO, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",,,não encontrado
Recreio dos Bandeirantes,RUA DES PAULO ALONSO,"RUA DES PAULO ALONSO, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",,,não encontrado
Recreio dos Bandeirantes,RUA DIANA SAYAD KOURY (EMPRES),"RUA DIANA SAYAD KOURY (EMPRES), Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",,,não encontrado
Recreio dos Bandeirantes,RUA DORA BRIA,"RUA DORA BRIA, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0129327,-43.4730706,ok
Recreio dos Bandeirantes,RUA DOUTOR CESAR CARTEL VILLELA,"RUA DOUTOR CESAR CARTEL VILLELA, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0186102,-43.4896607,ok
Recreio dos Bandeirantes,RUA DOUTOR CRESPO,"RUA DOUTOR CRESPO, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0105021,-43.4667856,ok
Recreio dos Bandeirantes,RUA EDUARDO PEDERNEIRAS,"RUA EDUARDO PEDERNEIRAS, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0251921,-43.4618892,ok
Recreio dos Bandeirantes,RUA EDWALDO DE VASCONCELLOS,"RUA EDWALDO DE VASCONCELLOS, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",,,não encontrado
Recreio dos Bandeirantes,RUA ELIE WIELSEL (ESCRITOR),"RUA ELIE WIELSEL (ESCRITOR), Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",,,não encontrado
Recreio dos Bandeirantes,RUA ELISIO DE OLIVEIRA BELCHIOR,"RUA ELISIO DE OLIVEIRA BELCHIOR, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.01271,-43.4912094,ok
Recreio dos Bandeirantes,RUA ENGEN HAROLDO CAVALCANTI,"RUA ENGEN HAROLDO CAVALCANTI, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",,,não encontrado
Recreio dos Bandeirantes,RUA ERNESTO PINHEIRO,"RUA ERNESTO PINHEIRO, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0124571,-43.4662984,ok
Recreio dos Bandeirantes,RUA EVANDRO DE CASTRO LIMA,"RUA EVANDRO DE CASTRO LIMA, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0256351,-43.4909465,ok
Recreio dos Bandeirantes,RUA FELIPE WAGNER (ATOR),"RUA FELIPE WAGNER (ATOR), Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",,,não encontrado
Recreio dos Bandeirantes,RUA FERNANDO DE SANTA CRUZ,"RUA FERNANDO DE SANTA CRUZ, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0247055,-43.4969647,ok
Recreio dos Bandeirantes,RUA FRANCISCO GROSS,"RUA FRANCISCO GROSS, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.013219,-43.4909059,ok
Recreio dos Bandeirantes,RUA FRANCISCO MARIO,"RUA FRANCISCO MARIO, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0226171,-43.4865777,ok
Recreio dos Bandeirantes,RUA FRITZ UTZERI (JORNALISTA),"RUA FRITZ UTZERI (JORNALISTA), Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",,,não encontrado
Recreio dos Bandeirantes,RUA GABRIEL MATTA,"RUA GABRIEL MATTA, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0159717,-43.4532943,ok
Recreio dos Bandeirantes,RUA GAL LANDRY GONCALVES,"RUA GAL LANDRY GONCALVES, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",,,não encontrado
Recreio dos Bandeirantes,RUA GAL ORLANDO GEISEL,"RUA GAL ORLANDO GEISEL, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0138634,-43.4530265,ok
Recreio dos Bandeirantes,RUA GELSE PACIELLO DA MOTTA,"RUA GELSE PACIELLO DA MOTTA, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0242878,-43.4855642,ok
Recreio dos Bandeirantes,RUA GEORGE CABRAL,"RUA GEORGE CABRAL, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0177345,-43.4540193,ok
Recreio dos Bandeirantes,RUA GERALDO IRENEO JOFFILY(DESEMB),"RUA GERALDO IRENEO JOFFILY(DESEMB), Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",,,não encontrado
Recreio dos Bandeirantes,RUA GILBERTO FREIRE,"RUA GILBERTO FREIRE, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0249749,-43.4905832,ok
Recreio dos Bandeirantes,RUA GIUSEPPE D'ELIA,"RUA GIUSEPPE D'ELIA, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",,,não encontrado
Recreio dos Bandeirantes,RUA GOVERN RAUL VEIGA,"RUA GOVERN RAUL VEIGA, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",,,não encontrado
Recreio dos Bandeirantes,RUA GUERNICA,"RUA GUERNICA, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0222709,-43.4851818,ok
Recreio dos Bandeirantes,RUA GUILHERME BAPTISTA,"RUA GUILHERME BAPTISTA, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0140806,-43.458197,ok
Recreio dos Bandeirantes,RUA GUILHERME GOMES LAND,"RUA GUILHERME GOMES LAND, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0239283,-43.4977992,ok
Recreio dos Bandeirantes,RUA GUSTAVO CORCAO,"RUA GUSTAVO CORCAO, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0126523,-43.4497627,ok
Recreio dos Bandeirantes,RUA GUSTAVO DE OLIVEIRA CASTRO,"RUA GUSTAVO DE OLIVEIRA CASTRO, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0082662,-43.4534776,ok
Recreio dos Bandeirantes,RUA HELIO MODESTO,"RUA HELIO MODESTO, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0155881,-43.4525621,ok
Recreio dos Bandeirantes,RUA HENRIQUE LEMLE(RABINO),"RUA HENRIQUE LEMLE(RABINO), Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0145726,-43.4505004,ok
Recreio dos Bandeirantes,RUA HENRIQUE STAMILE COUTINHO,"RUA HENRIQUE STAMILE COUTINHO, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0206379,-43.464339,ok
Recreio dos Bandeirantes,RUA HERIVELTO MARTINS,"RUA HERIVELTO MARTINS, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0194162,-43.4605688,ok
Recreio dos Bandeirantes,RUA HUGO PANASCO ALVIM,"RUA HUGO PANASCO ALVIM, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0189442,-43.4567805,ok
Recreio dos Bandeirantes,RUA HUMBERTO COZZO,"RUA HUMBERTO COZZO, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0179613,-43.4615271,ok
Recreio dos Bandeirantes,RUA ILDEFONSO OTTONI,"RUA ILDEFONSO OTTONI, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",,,não encontrado
Recreio dos Bandeirantes,RUA ISMAEL SILVA,"RUA ISMAEL SILVA, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0159059,-43.4673284,ok
Recreio dos Bandeirantes,RUA IVO BORGES,"RUA IVO BORGES, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0161602,-43.4668367,ok
Recreio dos Bandeirantes,RUA J.G.DE ARAUJO JORGE,"RUA J.G.DE ARAUJO JORGE, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0106999,-43.4737867,ok
Recreio dos Bandeirantes,RUA JACOB GORENDER (HISTORIADOR),"RUA JACOB GORENDER (HISTORIADOR), Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",,,não encontrado
Recreio dos Bandeirantes,RUA JANUARIO JOSE P DE OLIVEIRA,"RUA JANUARIO JOSE P DE OLIVEIRA, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",,,não encontrado
Recreio dos Bandeirantes,RUA JOAO BARROS MOREIRA,"RUA JOAO BARROS MOREIRA, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0203514,-43.4598256,ok
Recreio dos Bandeirantes,RUA JOAQUIM CARDOZO,"RUA JOAQUIM CARDOZO, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",,,não encontrado
Recreio dos Bandeirantes,RUA JOAQUIM DA SILVEIRA,"RUA JOAQUIM DA SILVEIRA, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0199365,-43.4687971,ok
Recreio dos Bandeirantes,RUA JOAQUIM JOSE COUTO,"RUA JOAQUIM JOSE COUTO, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0131328,-43.446397,ok
Recreio dos Bandeirantes,RUA JOAQUIM MOREIRA NEVES,"RUA JOAQUIM MOREIRA NEVES, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0207872,-43.4685325,ok
Recreio dos Bandeirantes,RUA JORGE EMILIO FONTENELLE,"RUA JORGE EMILIO FONTENELLE, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0154338,-43.457635,ok
Recreio dos Bandeirantes,RUA JORGE YUNES,"RUA JORGE YUNES, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0204686,-43.4538858,ok
Recreio dos Bandeirantes,RUA JORGE ZAHAR,"RUA JORGE ZAHAR, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",,,não encontrado
Recreio dos Bandeirantes,RUA JOSE AFFONSO NETO,"RUA JOSE AFFONSO NETO, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",,,não encontrado
Recreio dos Bandeirantes,RUA JOSE AMERICO DE ALMEIDA,"RUA JOSE AMERICO DE ALMEIDA, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0219308,-43.4519246,ok
Recreio dos Bandeirantes,RUA JOSE CARLOS NOGUEIRA DINIZ,"RUA JOSE CARLOS NOGUEIRA DINIZ, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0265379,-43.4915631,ok
Recreio dos Bandeirantes,RUA JOSE MINDLIN (BIBLIOFILO),"RUA JOSE MINDLIN (BIBLIOFILO), Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",,,não encontrado
Recreio dos Bandeirantes,RUA JOSE ZANINE CALDAS,"RUA JOSE ZANINE CALDAS, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0022747,-43.4391625,ok
Recreio dos Bandeirantes,RUA LADY LAURA,"RUA LADY LAURA, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0173256,-43.4827296,ok
Recreio dos Bandeirantes,RUA LE CORBUSIER,"RUA LE CORBUSIER, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0254829,-43.4864328,ok
Recreio dos Bandeirantes,RUA LEILOE ERNANI MELLO,"RUA LEILOE ERNANI MELLO, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",,,não encontrado
Recreio dos Bandeirantes,RUA LEONIDAS DO AMARAL ARAUJO,"RUA LEONIDAS DO AMARAL ARAUJO, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0126645,-43.4791796,ok
Recreio dos Bandeirantes,RUA LIBERO ROSSI (MEDICO),"RUA LIBERO ROSSI (MEDICO), Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",,,não encontrado
Recreio dos Bandeirantes,RUA LINDA BATISTA,"RUA LINDA BATISTA, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0218603,-43.4835382,ok
Recreio dos Bandeirantes,RUA LUCIA DE CASTRO SILVA,"RUA LUCIA DE CASTRO SILVA, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",,,não encontrado
Recreio dos Bandeirantes,RUA LUIZ CARLOS SAROLLI (TEC FUTE),"RUA LUIZ CARLOS SAROLLI (TEC FUTE), Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",,,não encontrado
Recreio dos Bandeirantes,RUA LUIZ IGLEZIAS,"RUA LUIZ IGLEZIAS, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",,,não encontrado
Recreio dos Bandeirantes,RUA LUIZ PAULISTANO,"RUA LUIZ PAULISTANO, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0219739,-43.4737622,ok
Recreio dos Bandeirantes,RUA LUIZ PAULO HORTA (JORNALISTA),"RUA LUIZ PAULO HORTA (JORNALISTA), Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",,,não encontrado
Recreio dos Bandeirantes,RUA LUIZA NOGUEIRA GONCALVES(PROF),"RUA LUIZA NOGUEIRA GONCALVES(PROF), Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",,,não encontrado
Recreio dos Bandeirantes,RUA LYGIA FAGUNDES TELLES,"RUA LYGIA FAGUNDES TELLES, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",,,não encontrado
Recreio dos Bandeirantes,RUA MAL OLYMPIO FALCONIERE,"RUA MAL OLYMPIO FALCONIERE, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",,,não encontrado
Recreio dos Bandeirantes,RUA MALBA TAHAN,"RUA MALBA TAHAN, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0163257,-43.4621245,ok
Recreio dos Bandeirantes,RUA MANOEL BOUCHER PINTO,"RUA MANOEL BOUCHER PINTO, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",,,não encontrado
Recreio dos Bandeirantes,RUA MARCOS MAYERHOFER,"RUA MARCOS MAYERHOFER, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",,,não encontrado
Recreio dos Bandeirantes,RUA MARCOS PAULO (ATOR),"RUA MARCOS PAULO (ATOR), Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",,,não encontrado
Recreio dos Bandeirantes,RUA MARIO ALVES PAL 22898,"RUA MARIO ALVES PAL 22898, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",,,não encontrado
Recreio dos Bandeirantes,RUA MARIO FAUSTINO,"RUA MARIO FAUSTINO, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0186621,-43.4620986,ok
Recreio dos Bandeirantes,RUA MAURICIO DA COSTA FARIA,"RUA MAURICIO DA COSTA FARIA, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0098976,-43.44466,ok
Recreio dos Bandeirantes,RUA MAURICIO PINKUSELD,"RUA MAURICIO PINKUSELD, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",,,não encontrado
Recreio dos Bandeirantes,RUA MILLOR FERNANDES (CARTUNISTA),"RUA MILLOR FERNANDES (CARTUNISTA), Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",,,não encontrado
Recreio dos Bandeirantes,RUA MINIST ALIOMAR BALEEIRO,"RUA MINIST ALIOMAR BALEEIRO, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",,,não encontrado
Recreio dos Bandeirantes,RUA MONICA MOERBECK,"RUA MONICA MOERBECK, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0036581,-43.4469665,ok
Recreio dos Bandeirantes,RUA MURILO ARAUJO,"RUA MURILO ARAUJO, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0189179,-43.4628349,ok
Recreio dos Bandeirantes,RUA NELIDA PINON,"RUA NELIDA PINON, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",,,não encontrado
Recreio dos Bandeirantes,RUA NELSON TARQUINIO,"RUA NELSON TARQUINIO, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0144333,-43.4625329,ok
Recreio dos Bandeirantes,RUA NEWTON CAVALCANTI,"RUA NEWTON CAVALCANTI, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0033611,-43.4406683,ok
Recreio dos Bandeirantes,RUA NEWTON FONTOURA REIS,"RUA NEWTON FONTOURA REIS, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",,,não encontrado
Recreio dos Bandeirantes,RUA ODILON MARTINS DE ANDRADE,"RUA ODILON MARTINS DE ANDRADE, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0111277,-43.4465005,ok
Recreio dos Bandeirantes,RUA ORIGENES LESSA,"RUA ORIGENES LESSA, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0273278,-43.4888595,ok
Recreio dos Bandeirantes,RUA ORLANDO MADEIRA DE LEY,"RUA ORLANDO MADEIRA DE LEY, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",,,não encontrado
Recreio dos Bandeirantes,RUA OVIDIO CAVALLEIRO,"RUA OVIDIO CAVALLEIRO, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0165012,-43.455773,ok
Recreio dos Bandeirantes,RUA PAULO ANTUNES RIBEIRO,"RUA PAULO ANTUNES RIBEIRO, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0158671,-43.4700584,ok
Recreio dos Bandeirantes,RUA PAULO KLABIN,"RUA PAULO KLABIN, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0029525,-43.4389407,ok
Recreio dos Bandeirantes,RUA PRES NEREU RAMOS,"RUA PRES NEREU RAMOS, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",,,não encontrado
Recreio dos Bandeirantes,RUA PROF HERMES LIMA,"RUA PROF HERMES LIMA, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0220879,-43.4554781,ok
Recreio dos Bandeirantes,RUA PROF ISABEL MONNERAT,"RUA PROF ISABEL MONNERAT, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",,,não encontrado
Recreio dos Bandeirantes,RUA PROF ISOLINA SARTORE,"RUA PROF ISOLINA SARTORE, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0207153,-43.4647734,ok
Recreio dos Bandeirantes,RUA PROF LEON LIFCHITZ,"RUA PROF LEON LIFCHITZ, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0186767,-43.4517286,ok
Recreio dos Bandeirantes,RUA PROF MOTTA MAIA,"RUA PROF MOTTA MAIA, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0201821,-43.4563534,ok
Recreio dos Bandeirantes,RUA PROF NEHEMIAS GUEIROS,"RUA PROF NEHEMIAS GUEIROS, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0197215,-43.4530075,ok
Recreio dos Bandeirantes,RUA PROF TACIEL CYLLENO,"RUA PROF TACIEL CYLLENO, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0164066,-43.450255,ok
Recreio dos Bandeirantes,RUA PROFA SOUZA LEAO,"RUA PROFA SOUZA LEAO, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",,,não encontrado
Recreio dos Bandeirantes,RUA PROJETADA 16 PAP 11626,"RUA PROJETADA 16 PAP 11626, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",,,não encontrado
Recreio dos Bandeirantes,RUA PRUDENTE DE MORAIS NETO,"RUA PRUDENTE DE MORAIS NETO, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0172538,-43.4587071,ok
Recreio dos Bandeirantes,RUA RAPHAEL PAIXAO,"RUA RAPHAEL PAIXAO, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",,,não encontrado
Recreio dos Bandeirantes,RUA RAUL AMARO NIM FERREIRA,"RUA RAUL AMARO NIM FERREIRA, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0227714,-43.4537993,ok
Recreio dos Bandeirantes,RUA RAUL DA CUNHA RIBEIRO,"RUA RAUL DA CUNHA RIBEIRO, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0141567,-43.44881,ok
Recreio dos Bandeirantes,RUA REMY DE GOUMONT,"RUA REMY DE GOUMONT, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",,,não encontrado
Recreio dos Bandeirantes,RUA RENE ARMAND DREIFUSS ( HIST),"RUA RENE ARMAND DREIFUSS ( HIST), Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",,,não encontrado
Recreio dos Bandeirantes,RUA ROBERVAL CORDEIRO DE FARIAS,"RUA ROBERVAL CORDEIRO DE FARIAS, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0169097,-43.4547448,ok
Recreio dos Bandeirantes,RUA ROGERIO KARP,"RUA ROGERIO KARP, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0204811,-43.4634875,ok
Recreio dos Bandeirantes,RUA RUBENS GERCHMAN,"RUA RUBENS GERCHMAN, Recreio dos Bandeirantes, Rio de Janeiro, RJ, Brasil",-23.0027331,-43.4408844,ok
